SysTime,DamageDealt,MobsKilled,PlayersKilled,CurrentHealth,HealthLost,IsAlive,TimeAlive,Hunger,Score,XP,DistanceTravelled
0.0,0,0,0,20.0,0.0,True,95,20,0,0,0
0.10855579376220703,0,0,0,20.0,0.0,True,99,20,0,0,0
0.2191929817199707,0,0,0,20.0,0.0,True,101,20,0,0,0
0.33260393142700195,0,0,0,20.0,0.0,True,103,20,0,0,0
0.4446108341217041,0,0,0,20.0,0.0,True,106,20,0,0,0
1.054210901260376,0,0,0,19.8,0.1999999999999993,True,118,20,0,0,0
1.1550109386444092,0,0,0,19.8,0.1999999999999993,True,120,20,0,0,0
1.2644569873809814,0,0,0,20.0,0.1999999999999993,True,122,20,0,0,20
1.839792013168335,0,0,0,20.0,0.1999999999999993,True,134,20,0,0,58
1.9196770191192627,0,0,0,20.0,0.1999999999999993,True,136,20,0,0,58
1.9926538467407227,0,0,0,20.0,0.1999999999999993,True,137,20,0,0,58
2.0796360969543457,0,0,0,20.0,0.1999999999999993,True,139,20,0,0,58
2.659979820251465,0,0,0,20.0,0.1999999999999993,True,150,20,0,0,59
2.721038818359375,0,0,0,20.0,0.1999999999999993,True,151,20,0,0,59
2.7862789630889893,0,0,0,20.0,0.1999999999999993,True,153,20,0,0,59
2.848111867904663,0,0,0,20.0,0.1999999999999993,True,154,20,0,0,59
2.9110801219940186,0,0,0,20.0,0.1999999999999993,True,155,20,0,0,59
3.038287878036499,0,0,0,20.0,0.1999999999999993,True,158,20,0,0,59
3.105950117111206,0,0,0,20.0,0.1999999999999993,True,159,20,0,0,59
3.182499885559082,0,0,0,20.0,0.1999999999999993,True,160,20,0,0,59
3.263267993927002,0,0,0,20.0,0.1999999999999993,True,162,20,0,0,59
3.3359718322753906,0,0,0,20.0,0.1999999999999993,True,163,20,0,0,59
3.4143409729003906,0,0,0,20.0,0.1999999999999993,True,165,20,0,0,59
3.502453088760376,0,0,0,20.0,0.1999999999999993,True,167,20,0,0,59
3.590519905090332,0,0,0,20.0,0.1999999999999993,True,168,20,0,0,59
3.732515811920166,0,0,0,20.0,0.1999999999999993,True,171,20,0,0,59
3.864711046218872,0,0,0,20.0,0.1999999999999993,True,174,20,0,0,59
3.9788360595703125,0,0,0,20.0,0.1999999999999993,True,176,20,0,0,59
4.064032077789307,0,0,0,20.0,0.1999999999999993,True,178,20,0,0,59
4.140395879745483,0,0,0,19.4,0.8000000000000007,True,179,20,0,0,59
4.736451864242554,0,0,0,20.0,0.8000000000000007,True,192,20,0,0,110
4.800410032272339,0,0,0,20.0,0.8000000000000007,True,193,20,0,0,129
4.867300033569336,0,0,0,20.0,0.8000000000000007,True,195,20,0,0,160
4.928692102432251,0,0,0,20.0,0.8000000000000007,True,196,20,0,0,173
4.991434097290039,0,0,0,20.0,0.8000000000000007,True,197,20,0,0,180
5.056287050247192,0,0,0,20.0,0.8000000000000007,True,198,20,0,0,181
5.116907119750977,0,0,0,19.4,1.4000000000000021,True,200,20,0,0,181
5.176889896392822,0,0,0,19.4,1.4000000000000021,True,201,20,0,0,181
5.241093873977661,0,0,0,19.4,1.4000000000000021,True,202,20,0,0,181
5.302381992340088,0,0,0,19.4,1.4000000000000021,True,203,20,0,0,181
5.3639960289001465,0,0,0,19.4,1.4000000000000021,True,205,20,0,0,181
5.429046869277954,0,0,0,19.4,1.4000000000000021,True,206,20,0,0,181
5.9937660694122314,0,0,0,20.0,1.4000000000000021,True,217,20,0,0,244
6.063698053359985,0,0,0,19.4,2.0000000000000036,True,219,20,0,0,248
6.125622034072876,0,0,0,19.4,2.0000000000000036,True,220,20,0,0,248
6.2062668800354,0,0,0,19.4,2.0000000000000036,True,221,20,0,0,248
6.265351057052612,0,0,0,19.4,2.0000000000000036,True,222,20,0,0,248
6.325569152832031,0,0,0,19.4,2.0000000000000036,True,223,20,0,0,248
6.4019410610198975,0,0,0,19.4,2.0000000000000036,True,225,20,0,0,248
6.504442930221558,0,0,0,19.4,2.0000000000000036,True,227,20,0,0,248
6.615539073944092,0,0,0,20.0,2.0000000000000036,True,229,20,0,0,294
6.719745874404907,0,0,0,20.0,2.0000000000000036,True,231,20,0,0,312
6.82152795791626,0,0,0,20.0,2.0000000000000036,True,233,20,0,0,315
6.923776149749756,0,0,0,20.0,2.0000000000000036,True,235,20,0,0,318
7.0296149253845215,0,0,0,20.0,2.0000000000000036,True,238,20,0,0,318
7.116758823394775,0,0,0,20.0,2.0000000000000036,True,239,20,0,0,318
7.225507974624634,0,0,0,20.0,2.0000000000000036,True,241,20,0,0,318
7.33608603477478,0,0,0,19.4,2.600000000000005,True,244,20,0,0,318
7.450453042984009,0,0,0,19.4,2.600000000000005,True,246,20,0,0,318
7.553416967391968,0,0,0,19.4,2.600000000000005,True,248,20,0,0,318
7.661906003952026,0,0,0,19.4,2.600000000000005,True,250,20,0,0,318
7.772396802902222,0,0,0,20.0,2.600000000000005,True,252,20,0,0,338
7.882205963134766,0,0,0,20.0,2.600000000000005,True,255,20,0,0,369
7.987723112106323,0,0,0,20.0,2.600000000000005,True,257,20,0,0,376
8.110668897628784,0,0,0,20.0,2.600000000000005,True,259,20,0,0,376
8.228951930999756,0,0,0,20.0,2.600000000000005,True,262,20,0,0,376
8.333761215209961,0,0,0,20.0,2.600000000000005,True,264,20,0,0,376
8.436015844345093,0,0,0,19.4,3.2000000000000064,True,266,20,0,0,376
8.53650689125061,0,0,0,19.4,3.2000000000000064,True,268,20,0,0,376
8.639059066772461,0,0,0,19.4,3.2000000000000064,True,270,20,0,0,376
8.714201927185059,0,0,0,19.4,3.2000000000000064,True,271,20,0,0,376
8.772586107254028,0,0,0,19.4,3.2000000000000064,True,272,20,0,0,376
8.83436918258667,0,0,0,20.0,3.2000000000000064,True,274,20,0,0,396
