SysTime,DamageDealt,MobsKilled,PlayersKilled,CurrentHealth,HealthLost,IsAlive,TimeAlive,Hunger,Score,XP,DistanceTravelled
0.0,0,0,0,20.0,0.0,True,58,20,0,0,0
0.10895943641662598,0,0,0,20.0,0.0,True,59,20,0,0,0
0.21861815452575684,0,0,0,20.0,0.0,True,62,20,0,0,0
0.3313431739807129,0,0,0,20.0,0.0,True,63,20,0,0,0
0.44474029541015625,0,0,0,20.0,0.0,True,67,20,0,0,0
1.0522031784057617,69,0,0,20.0,0.0,True,79,20,0,0,0
1.1553630828857422,69,0,0,20.0,0.0,True,81,20,0,0,0
1.2651572227478027,69,0,0,20.0,0.0,True,83,20,0,0,0
1.8372180461883545,69,0,0,20.0,0.0,True,94,20,0,0,0
1.916837215423584,69,0,0,20.0,0.0,True,96,20,0,0,0
1.9915120601654053,69,0,0,20.0,0.0,True,97,20,0,0,0
2.080641031265259,69,0,0,19.4,0.6000000000000014,True,100,20,0,0,0
2.6579341888427734,138,0,0,20.0,0.6000000000000014,True,111,20,0,0,37
2.7180674076080322,138,0,0,20.0,0.6000000000000014,True,112,20,0,0,47
2.7832252979278564,138,0,0,20.0,0.6000000000000014,True,113,20,0,0,50
2.845168113708496,138,0,0,20.0,0.6000000000000014,True,114,20,0,0,55
2.9092941284179688,138,0,0,20.0,0.6000000000000014,True,117,20,0,0,56
3.0354981422424316,138,0,0,20.0,0.6000000000000014,True,119,20,0,0,56
3.106504201889038,138,0,0,20.0,0.6000000000000014,True,120,20,0,0,56
3.1797072887420654,138,0,0,20.0,0.6000000000000014,True,121,20,0,0,62
3.261489152908325,138,0,0,20.0,0.6000000000000014,True,123,20,0,0,86
3.333008289337158,138,0,0,20.0,0.6000000000000014,True,124,20,0,0,103
3.414048194885254,138,0,0,20.0,0.6000000000000014,True,127,20,0,0,142
3.501068115234375,138,0,0,20.0,0.6000000000000014,True,128,20,0,0,163
